name;sex;Birthday;Country;age;today;dd
Coontastic B Cubbins of mainetales;M;06.04.2002;US/US;21;01.01.2023;
Cottercoons Mr Ted E Bear;M;23.10.1995;US/-;27;01.01.2023;
Cs?k's Coon E Goran;M;29.10.2003;HU/PL;19;01.01.2023;
Cynran Blu Can B Beautiful Too;M;23.11.1992;US/US;30;01.01.2023;
D Armanie du Domaine de la Bouriane;M;17.10.2008;FR/-;14;01.01.2023;
D Azzaro du Domaine de la Bouriane;M;25.10.2008;FR/-;14;01.01.2023;
D Boaz Canary Hunter;M;27.05.2010;DE/-;13;01.01.2023;
D Day de Morelia;M;26.07.2008;FR/FR;14;01.01.2023;
D Giorgio of Daabeckcoon;M;11.01.2023;DK/DK;0;01.01.2023;
D Jedi Ar Gwenn Ha Du;M;;FR/FR;123;01.01.2023;
D Lacoste du Domaine de la Bouriane;M;25.10.2008;FR/-;14;01.01.2023;
D' Manhatten-Boy vom Magletsch;M;;CH/DE;123;01.01.2023;
D Zingaro des Shags of Saskatoon;M;18.05.2008;FR/-;15;01.01.2023;
D&Co Ice;M;17.11.2022;NL/-;0;01.01.2023;
D&Co Romeo;M;25.05.2023;NL/NL;0;01.01.2023;
D&E MC's Monster;M;08.04.2021;-/US;2;01.01.2023;
D&E MC's Monster;M;08.04.2021;-/US;2;01.01.2023;
D&P-Coons Dudley;M;;NL/NL;123;01.01.2023;
D. Jay of Rainbow Valley;M;06.08.2006;CZ/PL;16;01.01.2023;
D-Day de la Passion en Live;M;27.02.2008;FR/-;15;01.01.2023;
Dewisplear D. Talbot;M;28.10.2004;US/US;18;01.01.2023;
D-Gismo of Crumbling Mountain;M;27.07.2007;-/-;15;01.01.2023;
D-Magic Maine Aladdin;M;14.06.1993;DE/-;30;01.01.2023;
Dragonmaine Red E Ornot Here I Come;M;02.02.2000;US/US;23;01.01.2023;
E Glow des Filou Bleu;M;;FR/FR;123;01.01.2023;
E Kendo du Doux Chant F?lin;M;27.05.2009;FR/-;14;01.01.2023;
E Mail Hammamet Yasmine;M;05.03.2022;SK/SK;1;01.01.2023;
E Mao de la Croix de Lorraine;M;04.03.2009;FR/-;14;01.01.2023;
E Salem de la Croix Lorraine;M;19.02.2009;FR/-;14;01.01.2023;
E Sammy de la Croix Lorraine;M;11.02.2009;FR/-;14;01.01.2023;
E*Easter Bunny of Kotyara;M;;RU/RU;123;01.01.2023;
E*Minionn Palmiracoon;M;02.06.2015;UA/-;8;01.01.2023;
E-Ben de Blanche Rose;M;01.01.2009;FR/FR;14;01.01.2023;
E-By Gum;M;08.06.1993;GB/GB;30;01.01.2023;
E-Dandy Wildtenderness;M;14.02.2019;BY/RU;4;01.01.2023;
Edward d. 6 Gyldenl?ve;M;15.05.2010;DK/-;13;01.01.2023;
Enaira D. J. of Sword Flame;M;03.12.2001;-/DE;21;01.01.2023;
Erekcoon-E Black Star;M;;-/-;123;01.01.2023;
Especially Yankee D. Dandy;M;19.06.2003;DE/-;20;01.01.2023;
Eva-Markiza D-Justin;M;;RU/RU;123;01.01.2023;
Eyto du Monde d' Ares;M;15.08.2009;-/-;13;01.01.2023;
F'Ermak F&B of Fridericks House;M;19.05.2015;RU/RU;8;01.01.2023;
Firedevils Wall-E La Lau;M;01.09.2013;DE/NL;9;01.01.2023;
Fresh Air Allonzo B.;M;10.06.2010;NL/NL;13;01.01.2023;
Frisson d Automne de la Croix Lorraine;M;24.04.2010;FR/FR;13;01.01.2023;
Frolicoon Harly D of Casa de Shea;M;01.05.1991;US/-;32;01.01.2023;
Fullmoon Johnny B Goode;M;29.09.2015;FI/FI;7;01.01.2023;
Furkats M B Tucker;M;02.06.1994;US/US;29;01.01.2023;
Fuzzyland Ted E. Bear;M;10.04.1992;-/-;31;01.01.2023;
Fuzzyland Wiley E Coyote;M;10.01.1995;-/-;28;01.01.2023;
Galions Cats ? e tr?nder ?;M;13.08.2021;NO/NO;1;01.01.2023;
Grand E Pelosa Strella Adonis;M;20.06.2016;-/US;7;01.01.2023;
Grandmanner D Artagnan of Gascony;M;28.03.2001;NZ/-;22;01.01.2023;
Gravelpondcoons B-Black Jack;M;28.02.2012;DE/DE;11;01.01.2023;
Hanmore Calvin C of Lyb-E;M;29.03.1979;-/-;44;01.01.2023;
Hapiour E. Fittipawldi of Catklos;M;13.06.1989;US/US;34;01.01.2023;
Harley D. Blue of Pocosincoons;M;03.06.1996;-/-;27;01.01.2023;
Heartland E. Pluribus Coonum;M;06.09.1988;US/US;34;01.01.2023;
Hic Sunt Leones Wall-E;M;12.01.2014;IT/IT;9;01.01.2023;
HiddenSpring Ted-E-Bear;M;04.06.2004;-/-;19;01.01.2023;
Hilltop Park Yogi B. of Mayntree;M;29.01.1996;US/-;27;01.01.2023;
Hispanocoons E No?;M;;ES/CZ;123;01.01.2023;
Igor e la Nuit Tomb?e;M;01.05.2013;FR/FR;10;01.01.2023;
Ilton M. D. Fantuzzi;M;04.08.2013;FR/-;9;01.01.2023;
IsaRos Lynx E-type;M;30.01.2019;SE/SE;4;01.01.2023;
Ishcus Franklin D;M;02.05.2017;IE/IE;6;01.01.2023;
Jacqutho's Wall-E;M;24.12.2014;AT/AT;8;01.01.2023;
James D. of the Big Redbeech;M;08.08.1997;DE/-;25;01.01.2023;
Jarnac B' Mangree;M;14.08.2006;FR/-;16;01.01.2023;
J-Nine Johnny B Goode;M;23.03.2002;US/US;21;01.01.2023;
Justcoons Ma E Stoso;M;01.03.2014;DE/DK;9;01.01.2023;
Kavekats Pink E;M;;-/-;123;01.01.2023;
Kavekats Wil-E-Coyote The King;M;08.04.1990;US/US;33;01.01.2023;
Kerakterkatz Ted D Bayer;M;06.07.2002;CA/CA;21;01.01.2023;
Kilmaine Bertie B;M;04.08.1990;GB/-;32;01.01.2023;
King of Lion's B-Akinorr;M;08.11.1999;DE/DE;23;01.01.2023;
King of Lion's B-Cloony;M;;DE/DE;123;01.01.2023;
King of Lion's D-Dark;M;;DE/DE;123;01.01.2023;
King of Lion's D-Goliath;M;31.03.2003;DE/DE;20;01.01.2023;
King of Lion's D-Kamaikel of Silvrettacoons;M;26.04.2001;DE/DE;22;01.01.2023;
King of Lion's D-Kismet;M;17.09.2002;DE/DE;20;01.01.2023;
King of Lion's D-Komet;M;;DE/DE;123;01.01.2023;
King of Lion's D-Manhattan of Shaggy Bandits;M;27.09.2003;DE/DE;19;01.01.2023;
King of Lion's D-Mark;M;;DE/-;123;01.01.2023;
King of Lion's D-Merlin;M;;DE/-;123;01.01.2023;
King of Lion's E-Cherokee;M;23.04.2003;DE/CH;20;01.01.2023;
Kiyaras U R 2 good 2 B 4got10;M;01.06.2013;DE/CZ;10;01.01.2023;
Klipperkats Clydster B Hier;M;24.07.1990;US/US;32;01.01.2023;
Lachtetals D-Joe;M;11.06.2005;DE/DE;18;01.01.2023;
Lagunacoon Sloop John B;M;23.03.1989;US/-;34;01.01.2023;
Langstteich's D-Kameko;M;18.11.1996;DE/-;26;01.01.2023;
Lasko des Coon's d' Hazur;M;24.11.2015;FR/FR;7;01.01.2023;
Lawmaine Brown Bomber of Company B;M;16.02.1988;US/US;35;01.01.2023;
Leaena Wall-E;M;16.05.2014;IT/GB;9;01.01.2023;
Little funny Tiger Ted E. Bear;M;14.08.2012;DE/DE;10;01.01.2023;
Livonia E-Male;M;;-/-;123;01.01.2023;
L?ve Hulen's Johnny B Good;M;18.07.2013;DK/DK;9;01.01.2023;
Lyb-E Christa's Kelle;M;;-/-;123;01.01.2023;
Lyb-E Custard;M;31.07.1975;-/-;47;01.01.2023;
Lyb-E Karen's Kelle;M;06.04.1972;-/-;51;01.01.2023;
Lyb-E Redi Fredi;M;23.07.1973;-/-;49;01.01.2023;
Macawi Mosi Double E. 's Rahat;M;30.05.2014;NL/NL;9;01.01.2023;
Macawi Mosi Double E. 's Raji;M;30.05.2014;NL/NL;9;01.01.2023;
Macawi Mosi Double E. 's Ratkim;M;30.05.2014;NL/NL;9;01.01.2023;
Macawi Mosi Double E. 's Rayen;M;30.05.2014;NL/NL;9;01.01.2023;
Macawi Mosi Double E. 's Rowtag;M;30.05.2014;NL/NL;9;01.01.2023;
Macawi Mosi Double E. 's Ryo;M;30.05.2014;NL/NL;9;01.01.2023;
Macawi Mosi Double E. 's Tocho;M;17.04.2015;NL/NL;8;01.01.2023;
Macro General R E Lee;M;01.08.1993;US/-;29;01.01.2023;
Magical Tails B&J Cherry Garcia;M;23.07.2020;NL/NL;2;01.01.2023;
Maindieval Ever Red E.;M;31.08.1990;US/-;32;01.01.2023;
Maine Lvrs Dare 2 B Different my AJ;M;09.12.2010;US/-;12;01.01.2023;
Maine Villa Johnny B Goode;M;;US/US;123;01.01.2023;
Mainefield's Johnny B Goode II;M;18.07.2012;AT/FR;10;01.01.2023;
Maineflashes T Bird's Harley D;M;06.10.1993;US/US;29;01.01.2023;
Mainesuspect Harley D of Mymains;M;05.09.2001;US/US;21;01.01.2023;
Mainewood E*Homebreaker;M;;RU/RU;123;01.01.2023;
Maone Bilbo Baggins of Mary B;M;30.04.1975;-/-;48;01.01.2023;
Mary B Alpine of Gesicats;M;;-/-;123;01.01.2023;
Mary B Aragorn;M;23.04.1985;US/-;38;01.01.2023;
Mary B Bofur Bifur;M;08.08.1977;-/-;45;01.01.2023;
Mary B Bombadril;M;16.02.1978;US/US;45;01.01.2023;
Mary B Brandybuck of Wiscasset;M;12.12.1979;-/-;43;01.01.2023;
Mary B Cassiyo Chauncy;M;09.11.1982;US/-;40;01.01.2023;
Mary B Chief White Cloud;M;06.01.1983;US/US;40;01.01.2023;
Mary B Daniel M'Coon of Tansai;M;12.03.1982;US/-;41;01.01.2023;
Mary B Drogo Baggins;M;01.10.1989;US/US;33;01.01.2023;
Mary B Frodo of Barbarina;M;27.09.1986;US/DE;36;01.01.2023;
Mary B Gandalf;M;31.01.1979;US/US;44;01.01.2023;
Mary B John B Sail of Tanasi;M;16.03.1982;-/-;41;01.01.2023;
Mary B Mimir;M;16.03.1982;-/-;41;01.01.2023;
Mary B Pippen;M;08.08.1977;-/-;45;01.01.2023;
Mary B Puddifoot;M;01.01.1988;US/CH;35;01.01.2023;
Mary B Reuben James of Masteast;M;02.10.1989;US/US;33;01.01.2023;
Mary B Samwise Gangee;M;14.05.1980;-/-;43;01.01.2023;
Mary B Sancho Proudfoot;M;15.04.1984;-/-;39;01.01.2023;
Mary B Silver Bee of Illya;M;17.04.1990;US/US;33;01.01.2023;
Mary B Telma Thistlewood of Talshipp;M;05.11.1979;US/US;43;01.01.2023;
Mary B Woton of Magifire;M;;US/US;123;01.01.2023;
Mary B Wysiwyg of Hillside;M;01.10.1989;-/-;33;01.01.2023;
Maximilian of Bobby Jack's B&B;M;;NL/-;123;01.01.2023;
McKittycreek Sunny D;M;28.05.1995;US/-;28;01.01.2023;
Moosecoons B B;M;16.10.2005;US/US;17;01.01.2023;
Moosecoons Shilah of D D Dreams;M;09.06.2007;US/US;16;01.01.2023;
Mor-Ace B. B. of Chinook;M;;-/-;123;01.01.2023;
MtKittery B. B. Bridger of Two Chats;M;15.03.1992;US/US;31;01.01.2023;
Nantiss Robert E. Lee of Shermaine;M;03.04.1988;-/-;35;01.01.2023;
Neami Luanne E T Bird of Kitiri;M;12.03.1989;-/-;34;01.01.2023;
Nicobellcoon E-Merlin;M;;-/-;123;01.01.2023;
Nord Polar Dante Gray Lion-E;M;;ES/-;123;01.01.2023;
N'Oskar B&C of Fridericks House;M;;RU/RU;123;01.01.2023;
Oloisi B&J Caramel Chew Chew;M;07.12.2011;NL/NL;11;01.01.2023;
Oloisi B&J Chunkey Monkey;M;07.12.2011;NL/-;11;01.01.2023;
Onix Dream D-Maximus;M;22.03.2019;GB/-;4;01.01.2023;
Orion Nebula E-Type;M;27.10.2019;RU/-;3;01.01.2023;
Oroojos L. B. Snooker;M;14.01.1987;US/-;36;01.01.2023;
Peatfire D-J;M;01.11.2010;DE/DE;12;01.01.2023;
Pinewoods Harley D.;M;15.04.2004;FI/-;19;01.01.2023;
P'Nestor G'D&D of Fridericks House;M;30.03.2016;RU/RU;7;01.01.2023;
Pupuli E Lele Kea;M;;-/-;123;01.01.2023;
Purrwoolies Dan D. Lion;M;25.09.1991;US/-;31;01.01.2023;
Radmariss E*Guch;M;;RU/-;123;01.01.2023;
Ramses d' Hano?;M;26.05.2020;FR/-;3;01.01.2023;
Ravenna D J;M;12.11.2000;NL/-;22;01.01.2023;
Rebel d' Hano?;M;26.05.2020;FR/-;3;01.01.2023;
Rebel Paws Frank E Stein;M;09.04.2016;US/US;7;01.01.2023;
Redy Sky At Morn Sailors B Warned;M;;-/-;123;01.01.2023;
Rivergang Dwight D. Elsenhower;M;12.11.2008;AT/-;14;01.01.2023;
Ruba Porker D. Marsh;M;23.04.1992;-/-;31;01.01.2023;
Ruba Teddy B Coon;M;30.08.1988;-/-;34;01.01.2023;
Ruben d' Hano?;M;26.05.2020;FR/-;3;01.01.2023;
Rufftown E-Z Win H Ticket of Regal;M;25.10.1990;-/-;32;01.01.2023;
Rumblepurr B Bumble of McKittycreek;M;14.07.1991;-/US;31;01.01.2023;
Serval Cinta Bengal-E;M;;ES/ES;123;01.01.2023;
Shaggy-Bear's Wall-E;M;02.12.2020;DE/DE;2;01.01.2023;
Shanna Saukfox O B Bommel;M;16.05.2001;NL/-;22;01.01.2023;
Shawnee Crazy John B.;M;29.10.2002;DE/-;20;01.01.2023;
Shiningwater Johnny B Goode;M;06.09.2007;NZ/-;15;01.01.2023;
Sholigress E*Ignacio;M;13.04.2023;RU/DE;0;01.01.2023;
Shubacoons Sir Shoo B. Coone;M;19.06.1997;US/-;26;01.01.2023;
Sierragato D B Kotcha;M;26.03.1992;-/-;31;01.01.2023;
Sierragato D B Kotcha;M;26.03.1992;-/-;31;01.01.2023;
Silkepoter B-Storm;M;10.01.2019;NO/NO;4;01.01.2023;
Sinatra de Baracoa-E;M;21.04.2019;ES/US;4;01.01.2023;
Soldalen Jack D.;M;20.12.2000;DK/DK;22;01.01.2023;
St. Stephen's B My King;M;23.11.2017;HU/-;5;01.01.2023;
Starbushway B-Bango;M;23.03.2010;DE/DE;13;01.01.2023;
Stolzensee's B-Sieben;M;09.11.2008;DE/DE;14;01.01.2023;
Stormaine Ted E. Bear;M;21.12.1994;DE/-;28;01.01.2023;
Suncoon Cecil B Decat;M;03.02.2018;US/US;5;01.01.2023;
Sweet E. Tommes of Tenderness;M;24.08.1988;DE/DE;34;01.01.2023;
Sweet Rialto Ollie B. Bommel;M;19.10.2007;NL/NL;15;01.01.2023;
Tanstaafl Ted E. Bear of Nantiss;M;22.01.1985;US/US;38;01.01.2023;
Taraknoll General Robert E. Lee;M;23.01.1990;US/US;33;01.01.2023;
The Dorsai Wile E. Coyote;M;23.01.2004;BE/BE;19;01.01.2023;
The Dream'coon Oskar B;M;;DE/-;123;01.01.2023;
The Haecoon 2nd B & J's Chunky Monkey;M;08.11.2016;NL/NL;6;01.01.2023;
The Haecoon 2nd B & J's Coconut Seven;M;08.11.2016;NL/NL;6;01.01.2023;
The Haecoon 2nd B & J's Full VerMonty;M;08.11.2016;NL/NL;6;01.01.2023;
The Haecoon 2nd B & J's Rockin' Road;M;08.11.2016;NL/NL;6;01.01.2023;
TIppy Wanna B Jeremy;M;26.04.2022;DK/DK;1;01.01.2023;
TIppy Wanna B ?rny;M;13.12.2020;DK/DK;2;01.01.2023;
TipTop Maine D Copy Cat;M;15.12.2014;FI/FI;8;01.01.2023;
TLC Roo D Mac Beau;M;16.11.1994;-/-;28;01.01.2023;
Tobermory Johnny B;M;04.07.2001;DE/DE;22;01.01.2023;
Tobermory Johnny B Good;M;18.06.2002;DE/DE;21;01.01.2023;
Tri-D Absolut;M;19.11.2017;RU/RU;5;01.01.2023;
Tri-D Adam;M;02.08.2020;RU/-;2;01.01.2023;
Tri-D Adamant;M;08.02.2020;RU/RU;3;01.01.2023;
Tri-D Antaries;M;02.04.2021;RU/RU;2;01.01.2023;
Tri-D Bloomberg;M;02.08.2020;-/-;2;01.01.2023;
Tri-D Bourbon PP;M;07.01.2018;RU/RU;5;01.01.2023;
Tri-D Carat;M;09.05.2015;RU/RU;8;01.01.2023;
Tri-D Cavin;M;09.11.2022;RU/IT;0;01.01.2023;
Tri-D Celentano;M;11.02.2017;RU/-;6;01.01.2023;
Tri-D Che Guevara;M;11.02.2017;RU/RU;6;01.01.2023;
Tri-D Crystal;M;09.05.2015;RU/-;8;01.01.2023;
Tri-D Dallas;M;29.09.2013;RU/RU;9;01.01.2023;
Tri-D Dante;M;14.01.2019;RU/FR;4;01.01.2023;
Tri-D Dior;M;09.05.2015;RU/FR;8;01.01.2023;
Tri-D Dodge;M;09.05.2015;RU/FR;8;01.01.2023;
Tri-D Edmond;M;19.01.2019;RU/FR;4;01.01.2023;
Tri-D Exlusive Line;M;05.11.2019;RU/RU;3;01.01.2023;
Tri-D Fire Storm;M;09.10.2019;RU/NO;3;01.01.2023;
Tri-D Flirt;M;09.11.2019;RU/AT;3;01.01.2023;
Tri-D Garfield;M;;RU/RU;123;01.01.2023;
Tri-D Gerber;M;02.02.2019;RU/-;4;01.01.2023;
Tri-D Glamur;M;27.02.2017;RU/RU;6;01.01.2023;
Tri-D Harold;M;29.09.2020;RU/AT;2;01.01.2023;
Tri-D Hermes;M;29.09.2020;RU/RU;2;01.01.2023;
Tri-D Hermes;M;06.02.2019;RU/-;4;01.01.2023;
Tri-D Hugo Boss;M;19.11.2019;RU/IS;3;01.01.2023;
Tri-D Ice Rain;M;22.11.2019;RU/DE;3;01.01.2023;
Tri-D Iceberg;M;22.11.2019;RU/KZ;3;01.01.2023;
Tri-D Image;M;04.04.2017;RU/RU;6;01.01.2023;
Tri-D Insight;M;03.10.2020;RU/RU;2;01.01.2023;
Tri-D Izyum;M;28.02.2019;RU/RO;4;01.01.2023;
Tri-D James Bond;M;27.11.2019;RU/RU;3;01.01.2023;
Tri-D Jewels;M;09.10.2020;RU/PL;2;01.01.2023;
Tri-D Jordan;M;09.10.2020;RU/FR;2;01.01.2023;
Tri-D Juan;M;24.10.2019;RU/FR;3;01.01.2023;
Tri-D Kelvin;M;16.04.2018;RU/CH;5;01.01.2023;
Tri-D Klondike;M;01.12.2019;RU/-;3;01.01.2023;
Tri-D Langston;M;27.06.2021;RU/FR;2;01.01.2023;
Tri-D Levis;M;07.12.2019;RU/CH;3;01.01.2023;
Tri-D Lider;M;06.08.2018;RU/RU;4;01.01.2023;
Tri-D Lincoln;M;21.02.2016;RU/IT;7;01.01.2023;
Tri-D Lucky Luke;M;21.02.2016;RU/FI;7;01.01.2023;
Tri-D Manners;M;07.08.2021;RU/FR;1;01.01.2023;
Tri-D Manson;M;16.03.2016;RU/-;7;01.01.2023;
Tri-D Mathys;M;29.06.2018;RU/BE;5;01.01.2023;
Tri-D Muscat;M;21.03.2019;RU/DE;4;01.01.2023;
Tri-D Neon;M;;-/-;123;01.01.2023;
Tri-D New Stage;M;12.05.2018;RU/AT;5;01.01.2023;
Tri-D Newton;M;06.07.2014;RU/BE;8;01.01.2023;
Tri-D Norman;M;25.02.2020;RU/RU;3;01.01.2023;
Tri-D Novel;M;18.12.2020;RU/RU;2;01.01.2023;
Tri-D Oliver PP;M;28.07.2017;RU/RU;5;01.01.2023;
Tri-D Oskar;M;25.08.2014;RU/RU;8;01.01.2023;
Tri-D Oxford;M;27.02.2020;RU/UA;3;01.01.2023;
Tri-D Paradise;M;11.05.2018;RU/RU;5;01.01.2023;
Tri-D Patrik;M;;RU/HR;123;01.01.2023;
Tri-D Paul;M;02.04.2016;RU/FR;7;01.01.2023;
Tri-D Perfect Boy;M;05.03.2020;RU/US;3;01.01.2023;
Tri-D Rain Silver;M;14.06.2018;RU/AT;5;01.01.2023;
Tri-D Red Bull;M;24.04.2019;RU/FR;4;01.01.2023;
Tri-D Tiger;M;27.11.2014;RU/RU;8;01.01.2023;
Tri-D Tissot;M;11.08.2016;RU/-;6;01.01.2023;
Tri-D Triumph;M;27.11.2014;RU/UA;8;01.01.2023;
Tri-D Twist;M;10.05.2020;RU/DE;3;01.01.2023;
Tri-D Tyson PP;M;21.05.2019;RU/-;4;01.01.2023;
Tri-D Ultramarin;M;09.06.2019;RU/FR;4;01.01.2023;
Tri-D United;M;09.09.2016;RU/RU;6;01.01.2023;
Tri-D Urfin;M;09.09.2016;RU/RU;6;01.01.2023;
Tri-D Urgent;M;25.11.2021;RU/RU;1;01.01.2023;
Tri-D Uriel;M;24.10.2017;RU/FR;5;01.01.2023;
Tri-D Urmas;M;09.09.2016;RU/IT;6;01.01.2023;
Tri-D Vegas;M;01.07.2020;RU/FR;3;01.01.2023;
Tri-D Vidas;M;01.07.2020;RU/FR;3;01.01.2023;
Tri-D Vlad;M;17.01.2021;RU/RU;2;01.01.2023;
Tri-D X-Max;M;01.12.2017;RU/RU;5;01.01.2023;
Tri-D Yomaris;M;28.07.2019;RU/CH;3;01.01.2023;
Tri-D Zahar;M;07.11.2018;RU/RU;4;01.01.2023;
Tri-D Zipper;M;19.01.2017;RU/BE;6;01.01.2023;
Vibkj?r's Amadeus d. I;M;26.11.1996;DK/-;26;01.01.2023;
Vincent B. Leopold of Brenda's Garden;M;25.07.2015;DE/DE;7;01.01.2023;
Vindicator B. di Gracecoon;M;;IT/IT;123;01.01.2023;
VolvingVeit B*Dotsent;M;02.01.2022;RU/SE;1;01.01.2023;
Walmet B. W. Bugleboy of Company B;M;28.07.1984;US/US;38;01.01.2023;
Whales Back B. Cosby of Heritage Coons;M;;US/US;123;01.01.2023;
Xercats General Robert E. Lee;M;26.01.1993;US/-;30;01.01.2023;
Yankee Cats Ted E Bear of Moonstones;M;12.10.2006;DE/DE;16;01.01.2023;
Yellow Ribbons Howie D;M;05.12.1997;-/-;25;01.01.2023;
A Catorama CG;;29.05.2007;US/-;16;01.01.2023;
Buleria -E Atila;;;-/-;123;01.01.2023;
Cancoon Peek-A-Boo of Superstition;;;;123;01.01.2023;
